uid;fb_id;f_id;kb_id;ha_id;k_id;code;aufbau;zyklus;aufzaehlungspunkt;strukturtyp;sprache;bezeichnung
1018yRR4hEq5nX9qgWG6UpLZEgxrpFvrL.a00;5;0;3;3;2;;1;2;00;Aufzaehlungspunkt;DE;können zu Texten, Tabellen und Diagrammen Fragen stellen, eigene Berechnungen ausführen sowie Ergebnisse interpretieren und überprüfen.
101bPV2pFx7CaTaysvZz3DaLvhW44J3p4.a00;5;0;3;3;2;;1;2;00;Aufzaehlungspunkt;DE;erkennen in Sachsituationen Proportionalitäten (z.B.  zwischen Anzahl Schritten und Distanz).
101wG7NVzBtst6UTvh4Tm5TGEAym3RtyL.a00;5;0;3;3;2;;1;3;00;Aufzaehlungspunkt;DE;erkennen proportionale und lineare (Erweiterung: indirekt proportionale) Zusammenhänge in Sachsituationen (z.B. Taxipreis bei Grundtaxe und festem Preis/km).
101aBVWfYX8Gc9dCJm844KFwd2wVkbgsb.a02;5;0;3;3;2;;1;3;02;Aufzaehlungspunkt;DE;Erweiterung: können lineare funktionale Zusammenhänge mit einem Term beschreiben (z.B. Wechselkurse).
101Hb2KPN8m8xSPK5JFuEnqs4Ydp5mfKe.a00;5;0;3;3;2;;1;3;00;Aufzaehlungspunkt;DE;können Software zur graphischen Darstellung von Funktionen verwenden.
101D5p9dbmGnT9G2EnN7rzkDvqvd5r9DK.a00;5;0;3;3;3;;1;1;00;Aufzaehlungspunkt;DE;"können Grundoperationen und Tabellen mit Rechengeschichten, Bildern und Handlungen eine Bedeutung geben (z.B. 5 · 8 &#8594; ein Kind baut 5 Häuser mit je 8 Klötzen)."
101ffUCTE4P5EHFJFtRmF6fXDBf79V5Vz;6;1;;;;NMG;;;;Fach;DE;Natur, Mensch, Gesellschaft (1./2.Zyklus)
101kbBT54keRDreqa8u7zrDYd22K2YMBn;6;1;7;;;NMG.7;;;;Kompetenzbereich;DE;Lebensweisen und Lebensräume von Menschen erschliessen und vergleichen
101kb7CNmuyNWrRTus7cndXDzr26P9cTs;6;1;8;;;NMG.8;;;;Kompetenzbereich;DE;Menschen nutzen Räume - sich orientieren und mitgestalten
101kbwr7AcqGzuWJ2kfG6RBGqhwKXMV4P;6;1;10;;;NMG.10;;;;Kompetenzbereich;DE;Gemeinschaft und Gesellschaft  - Zusammenleben gestalten und sich engagieren
101kbq4t5P8bzK6Vc4Awyew4PDaWhe72D;6;2;8;;;NT.8;;;;Kompetenzbereich;DE;Fortpflanzung und Entwicklung analysieren
101kb67N4nS7Ku4Ztvb6VZYXqa9LMevg8;6;3;1;;;WAH.1;;;;Kompetenzbereich;DE;Produktions- und Arbeitswelten erkunden
101kbtbUCpJE4tccueYr64kV278pSbD5P;6;3;4;;;WAH.4;;;;Kompetenzbereich;DE;Ernährung und Gesundheit - Zusammenhänge verstehen und reflektiert handeln
101kbGy6kD8S9kftbxPdPqkmtyEhRRkHR;6;4;2;;;RZG.2;;;;Kompetenzbereich;DE;Lebensweisen und Lebensräume charakterisieren
101kbAgvATUzc7VrX5pHvS6bZWzfRqETT;6;4;8;;;RZG.8;;;;Kompetenzbereich;DE;Demokratie und Menschenrechte verstehen und sich dafür engagieren
101kbt6yfTdzaZF2WMcGbswUyHscEPbue;6;5;1;;;ERG.1;;;;Kompetenzbereich;DE;Existentielle Grunderfahrungen reflektieren
101kbDwtRCemBTYcmUedzwy8s4hngWSMF;6;5;3;;;ERG.3;;;;Kompetenzbereich;DE;Spuren und Einfluss von Religionen in Kultur und Gesellschaft erkennen
101kkrG9fzJSggMEhyHScLDAU4TnCFYCK;6;1;1;0;2;NMG.1.2;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Mitverantwortung für Gesundheit und Wohlbefinden übernehmen und können sich vor Gefahren schützen.
101kkCYRUqNT7EWZNuddfVrCTh22vSBRq;6;1;2;0;3;NMG.2.3;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Wachstum, Entwicklung und Fortpflanzung bei Tieren und Pflanzen beobachten und vergleichen.
101kkXgkgkVFyueg3UKLrKX4xKCtAFBzH;6;1;3;0;1;NMG.3.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Erfahrungen mit Bewegungen und Kräften beschreiben und einordnen.
101kkgMft5BRrT5rCqvJEdDUr4GRqEAzp;6;1;7;0;4;NMG.7.4;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Zusammenhänge und Abhängigkeiten zwischen Lebensweisen und Lebensräumen von Menschen wahrnehmen, einschätzen und sich als Teil der einen Welt einordnen.
101kkEvuSpn2npkALxydyrTnhVbwTSDxv;6;1;8;0;2;NMG.8.2;;;;Kompetenz;DE;Die Schülerinnen und Schüler können die unterschiedliche Nutzung von Räumen durch Menschen erschliessen, vergleichen und einschätzen und über Beziehungen von Menschen zu Räumen nachdenken.
101kk4DaxE6xnAhzNAKqmkccKR9AcZ5Fz;6;1;10;0;1;NMG.10.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können auf andere eingehen und Gemeinschaft mitgestalten.
101kkyUM3hdhHC98GXaEvRhGyFtAPMWau;6;1;11;0;3;NMG.11.3;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Werte und Normen erläutern, prüfen und vertreten.
101kkrYFr9MqsMdLB9tELnSrgYGXsMctG;6;1;11;0;4;NMG.11.4;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Situationen und Handlungen hinterfragen, ethisch beurteilen und Standpunkte begründet vertreten.
101kkTkqMG4GssssSY2rMm4atJRstLtZp;6;1;12;0;4;NMG.12.4;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Festtraditionen charakterisieren.
101kksaymdyTMpL8bdEXvDL5PFMCYEWRS;6;2;1;0;1;NT.1.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Wege zur Gewinnung naturwissenschaftlicher Erkenntnisse beschreiben und deren kulturelle Bedeutung reflektieren.
101kkDECPVrxEVntEVFCperGRBbzvEUug;6;2;2;0;1;NT.2.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Stoffe untersuchen, beschreiben und ordnen.
101kksNBEEYmgsCWzpUt6MDDqbVVscNvR;6;2;3;0;1;NT.3.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Stoffumwandlungen untersuchen und beschreiben.
101kkp2xrb6dEZ95kW3JmSyCS65cfSpMK;6;2;4;0;1;NT.4.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Energieformen und -umwandlungen analysieren.
101kkEC6hCwNevtfqYyWMtPmukUkDg2UL;6;2;8;0;1;NT.8.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Artenvielfalt in Beziehung zur Evolutionstheorie setzen.
101kkz7CzC32pq4GuK7nKJc4Lz2WtuXGn;6;2;8;0;2;NT.8.2;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Wachstum und Entwicklung von Organismen erforschen und in Grundzügen erklären.
101kk24VVqVvLCxNbffhp5RhtUaH2ynLR;6;2;8;0;3;NT.8.3;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Grundlagen der Genetik analysieren und erklären.
101kkyzB5qGVtCePPtUyPxdKTbrTfvUBg;6;2;9;0;2;NT.9.2;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Wechselwirkungen innerhalb und zwischen terrestrischen Ökosystemen erkennen und charakterisieren.
101kk7JBA9zmYPKDM8tDD8qWkdPBVhPcD;6;3;3;0;1;WAH.3.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Einflüsse auf die Gestaltung des Konsumalltages erkennen.
101kkdDPnc5bWsBFVdLzpXttBeJn3LGr6;6;3;3;0;3;WAH.3.3;;;;Kompetenz;DE;Die Schülerinnen und Schüler können kriterien- und situationsorientierte Konsumentscheidungen finden.
101kkeSETpTE6wXpxRG5KMJxpPRz9Zgct;6;3;5;0;1;WAH.5.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Arbeiten des privaten Alltags situativ planen sowie zielgerichtet und effizient durchführen.
101kkX7J7xmheAa6b9mMgC5vqbSBHGgSn;6;4;2;0;4;RZG.2.4;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Mobilität und Transport untersuchen.
101kkMCLuyN8xgqxUZGxwG3HN4Zk3Nasr;6;4;3;0;3;RZG.3.3;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Prozesse der Raumplanung nachvollziehen.
101kkxHUPrbUbdnKmSeWk4UsdWMNLeMBC;6;4;4;0;1;RZG.4.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Orte lokalisieren.
101kk2E8FH8A6aZ88WwL7SJL8Ty7yy2tM;6;4;7;0;2;RZG.7.2;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Geschichte zur Bildung und Unterhaltung nutzen.
101kkVdZZqsWwmALfX9xygLGpxS9RmPHy;6;4;8;0;3;RZG.8.3;;;;Kompetenz;DE;Die Schülerinnen und Schüler können die Positionierung der Schweiz in Europa und der Welt wahrnehmen und beurteilen.
101kkvafAZD7LqYzJ8JXUgbCZVcgyVm23;6;5;2;0;1;ERG.2.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Werte und Normen erläutern, prüfen und vertreten.
101kkEBUJrqAznGTVRR6F26gA8DuwtA79;6;5;4;0;1;ERG.4.1;;;;Kompetenz;DE;Die Schülerinnen und Schüler können erläutern, wie Texte und Lehren in den Religionen überliefert und verwendet werden.
101kkJLXzfwc4EZpKCXCng7ZxmPWpJzHD;6;5;5;0;2;ERG.5.2;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Geschlecht und Rollen reflektieren.
101kkXPwb8he4AnfeXTMedfr4qMBTgseG;6;5;5;0;6;ERG.5.6;;;;Kompetenz;DE;Die Schülerinnen und Schüler können Anliegen einbringen, Konflikte wahrnehmen und mögliche Lösungen suchen.
101kk6kuT7qtMerJpfChFcBTVdKfmvN4v.u0;6;1;1;0;5;;1;;;Aufbau;DE;Wachstum und Entwicklung des menschlichen Körpers
101kk2NhsGgnZq7fYhwZemtfrDqyHGFpc.u0;6;1;2;0;1;;1;;;Aufbau;DE;Tiere, Pflanzen, Lebensräume
101kkdDsR6EwkmDSGxzRHtsWY4fVyyAZL.u0;6;1;2;0;5;;1;;;Aufbau;DE;Erdgeschichte
101kkFDFzwcTPhWVXEErscvZGBCZgwYyb.u0;6;1;2;0;6;;1;;;Aufbau;DE;Beziehungen Natur - Mensch
101kksV6tCmdCmEMTmsTp7SUU9CSVkkzA.u0;6;1;4;0;1;;1;;;Aufbau;DE;Signale, Sinne, Sinnesleistungen
101kkS2WxeSvB5xstERUFmWz6FNVM7eFK.u0;6;1;4;0;2;;1;;;Aufbau;DE;Akustische Phänomene, Ohr
101kkE89Lz5VDqnTwRgzKhSzXccCgXDwG.u0;6;1;9;0;3;;1;;;Aufbau;DE;Geschichte als Rekonstruktion von Vergangenheit
101kk4DaxE6xnAhzNAKqmkccKR9AcZ5Fz.u0;6;1;10;0;1;;1;;;Aufbau;DE;Gemeinschaft und Konflikte
101kkyUM3hdhHC98GXaEvRhGyFtAPMWau.u0;6;1;11;0;3;;1;;;Aufbau;DE;Werte und Normen
101kkHFkVFxwgJbJA2FUspvuCaJuUuNwJ.u0;6;1;12;0;3;;1;;;Aufbau;DE;Rituale und Bräuche
101kkGbxRqC93c6RkYdhRNd2mxG7YYGJG.u0;6;2;5;0;3;;1;;;Aufbau;DE;Physik, Technik: Elektrische und elektronische Schaltungen
101kkFgTpkpHPBgwsWPJ59pLYdXZeqFT4.u0;6;2;6;0;2;;1;;;Aufbau;DE;Biologie, Physik: Akustik und Hören, Optik und Sehen
101kkswnP5tvUhshpqmFz5J3G54p85yHt.u0;6;2;7;0;3;;1;;;Aufbau;DE;Biologie: Menschliche Fortpflanzung
101kkEC6hCwNevtfqYyWMtPmukUkDg2UL.u0;6;2;8;0;1;;1;;;Aufbau;DE;Biologie: Evolutionstheorie
101kk24VVqVvLCxNbffhp5RhtUaH2ynLR.u0;6;2;8;0;3;;1;;;Aufbau;DE;Biologie: Genetik und Gentechnik
101kkZUaF4H5N5YaHd8tgCmVVSyGsF3v3.u0;6;3;2;0;1;;1;;;Aufbau;DE;Prinzipien der Marktwirtschaft
101kkwWWXyzs3Pw8w5Rr8RhdvzeJGHyfp.u0;6;3;3;0;2;;1;;;Aufbau;DE;Konsumfolgen
101kk7y3C5CBmyshae74XXufJKKBrUBXu.u0;6;3;4;0;3;;1;;;Aufbau;DE;Auswahl von Nahrung
101kkgWEpuEKgLVPtMRLyGubptKWN73VE.u0;6;3;4;0;4;;1;;;Aufbau;DE;Nahrungszubereitung
101kkHUwYHRCTSX7sfNgNv5zkaGyRUHeP.u0;6;3;4;0;5;;1;;;Aufbau;DE;Globale Herausforderungen der Ernährung
101kkpEqLf3CAMs84qNEeWTkve7B57sdV.u0;6;4;1;0;3;;1;;;Aufbau;DE;Geografie: Naturphänomene und Naturereignisse
101kkCDY6eabkEFfJsg7MCmMfra8Tbqhs.u0;6;4;2;0;1;;1;;;Aufbau;DE;Geografie: Bevölkerung und Migration
101kk4C4PaVtLLHqnzMZvdhCXZ9yrPeZN.u0;6;4;2;0;3;;1;;;Aufbau;DE;Geografie: Dynamik in Stadt und Land
101kk2E8FH8A6aZ88WwL7SJL8Ty7yy2tM.u0;6;4;7;0;2;;1;;;Aufbau;DE;Geschichte: Geschichtskultur
101kkvafAZD7LqYzJ8JXUgbCZVcgyVm23.u0;6;5;2;0;1;;1;;;Aufbau;DE;Werte und Normen
101kkPnctx237uPnbwhHpEnbdrNunwzVH.u0;6;5;3;0;1;;1;;;Aufbau;DE;Religionen in Gesellschaft und Medien
101kkEBUJrqAznGTVRR6F26gA8DuwtA79.u0;6;5;4;0;1;;1;;;Aufbau;DE;Texte und Lehren
101kkbAN4SwE8DfaF6U7WrgHuNyrV6wGd.u0;6;5;4;0;3;;1;;;Aufbau;DE;Festtraditionen
101kkJLXzfwc4EZpKCXCng7ZxmPWpJzHD.u0;6;5;5;0;2;;1;;;Aufbau;DE;Geschlecht und Rollen
101kkqz7EtvDADTzWUzLfSBg2UxBD8EKY.u0;6;5;5;0;4;;1;;;Aufbau;DE;Gemeinschaft
101dGXtBMCweuftzWU7XUcNwSvt3pb5mq;6;1;1;0;1;NMG.1.1.d;1;23;;Kompetenzstufe;DE;
1019V5ysDtb3tXdDCFVK9AXuExw4qcYaz;6;1;1;0;2;NMG.1.2.f;1;23;;Kompetenzstufe;DE;
101nzxrAZkgwtL4YFnNfhGegeegR562yB;6;1;1;0;3;NMG.1.3.b;1;1;;Kompetenzstufe;DE;
101HT5Bax9HwHTD8GHLtf5VSYNPJghcNF;6;1;1;0;3;NMG.1.3.e;1;2;;Kompetenzstufe;DE;
101A2buJShkcYtsM9VdN3eRYpXHsmbu35;6;1;1;0;4;NMG.1.4.b;1;1;;Kompetenzstufe;DE;
101ghhUyWy8wzqezKhCNPcKCzqzcR3gm8;6;1;2;0;1;NMG.2.1.e;1;23;;Kompetenzstufe;DE;
1019rgACKbwpuKpzytJ67hZpJR5GfaAsH;6;1;2;0;2;NMG.2.2.d;1;2;;Kompetenzstufe;DE;
101LpEsmRhWpULtBuZ2wmDm7esHwyRMWe;6;1;2;0;5;NMG.2.5.b;1;2;;Kompetenzstufe;DE;
101swRU9gw7KkM6ZGcSUvV5yrJrpASb9b;6;1;2;0;5;NMG.2.5.c;1;2;;Kompetenzstufe;DE;
101KN6pABK8mfKexZ62L6eGW93LcLkUyC;6;1;2;0;6;NMG.2.6.a;1;1;;Kompetenzstufe;DE;
101Sw5epn7nbUgw4nU5erzk6sKNndSMH9;6;1;3;0;1;NMG.3.1.c;1;1;;Kompetenzstufe;DE;
101SpSMpTfFnwcEabvTLXwCaa7vMR4Dst;6;1;3;0;1;NMG.3.1.e;1;2;;Kompetenzstufe;DE;
101vXaqsKg4CT4cnP3ZKK3wnX7XZVRB5h;6;1;3;0;2;NMG.3.2.a;1;1;;Kompetenzstufe;DE;
101B6wpDWtCu8khFN5pAzDRAZwAGpt8Xv;6;1;3;0;2;NMG.3.2.e;1;2;;Kompetenzstufe;DE;
101NLaRTca9DLg6vCNKvqJsgkCm25zrha;6;1;3;0;2;NMG.3.2.f;1;23;;Kompetenzstufe;DE;
101kdHetfgUSBY9bae2PV6EPWXTwgxPfs;6;1;3;0;3;NMG.3.3.b;1;1;;Kompetenzstufe;DE;
10156k4BRTp234AtNV5tBSAfsATPB5B3f;6;1;3;0;4;NMG.3.4.c;1;2;;Kompetenzstufe;DE;
101vPKAmL2UuhZmywXwN2XLB4dNhzLhRG;6;1;4;0;1;NMG.4.1.a;1;1;;Kompetenzstufe;DE;
101wvrCt4R7Hm5J6ygqepbLeux9MLy9sV;6;1;4;0;2;NMG.4.2.b;1;12;;Kompetenzstufe;DE;
101wqHnNhFNGDt65d2JGAK7gwbqe7kk4w;6;1;4;0;2;NMG.4.2.d;1;2;;Kompetenzstufe;DE;
101YJ7kr8tdVubbLW7XJ4aEddaXG7ebxx;6;1;4;0;3;NMG.4.3.c;1;12;;Kompetenzstufe;DE;
101dCeWPBddJLwp52ZymeG6rtgKnNhR9w;6;1;4;0;3;NMG.4.3.e;1;2;;Kompetenzstufe;DE;
101uzBMJdznRzr9Zt7XMG9s8dEsyMKWar;6;1;4;0;4;NMG.4.4.1a;1;1;;Kompetenzstufe;DE;
101pY6u7S3ngPGgMBmYs3ubWnAUBVt4Gk;6;1;4;0;4;NMG.4.4.1b;1;1;;Kompetenzstufe;DE;
101MCahTDkZ38axT22H6cgrH78vZJvvyY;6;1;4;0;4;NMG.4.4.1f;1;2;;Kompetenzstufe;DE;
101kk7NwWWkvrWpbU2ewSYgy4gTY67E9p;6;1;4;0;4;NMG.4.4.1g;1;23;;Kompetenzstufe;DE;
10148YztDxufPFSqnFRsLkXHm98wy9r4p;6;1;4;0;5;NMG.4.5.c;1;2;;Kompetenzstufe;DE;
101yNZUL59RMHTH2vrS2urV7euLUcs9Ym;6;1;5;0;1;NMG.5.1.d;1;2;;Kompetenzstufe;DE;
101NskUbJqM2fD2Kuhfwx8sBcpptCrS6A;6;1;5;0;2;NMG.5.2.1e;1;2;;Kompetenzstufe;DE;
101vR2vZvhdTs9g3k34dD9B9rsLUZ4f4m;6;1;5;0;3;NMG.5.3.b;1;12;;Kompetenzstufe;DE;
101EBJnZL5x6K9VzwRTBAyPYnTu99MTNw;6;1;5;0;3;NMG.5.3.e;1;2;;Kompetenzstufe;DE;
101PEeywKLVDDbNhGRD7yZGpnX6UEzpy2;6;1;6;0;1;NMG.6.1.b;1;1;;Kompetenzstufe;DE;
101E775skRaTAHAE3XVgtkAGt7zafMVwp;6;1;6;0;1;NMG.6.1.c;1;12;;Kompetenzstufe;DE;
1012GK34MUwWYXk6uPfJKwfDYht6k5FEq;6;1;6;0;2;NMG.6.2.e;1;2;;Kompetenzstufe;DE;
101mFXwrVMtLE73JdJ7VfK9NDxPhpnX4g;6;1;6;0;4;NMG.6.4.a;1;1;;Kompetenzstufe;DE;
1019v9rvpVA6RSP3VtC6qZEfVhGDzHFsD;6;1;6;0;4;NMG.6.4.d;1;2;;Kompetenzstufe;DE;
101FYbcXT8meaegYnaMvVLRk2BYCB63xH;6;1;6;0;4;NMG.6.4.h;1;23;;Kompetenzstufe;DE;
101vZP4Pc6JC9CadxBuyYNkJrqmckp3zz;6;1;7;0;1;NMG.7.1.a;1;1;;Kompetenzstufe;DE;
101dxs82ZkkqKa2cG3UGTwFFsNFefmfmJ;6;1;7;0;2;NMG.7.2.d;1;2;;Kompetenzstufe;DE;
101UhuLz5vKaqd4a6MPgm3Bafzqc7baGg;6;1;7;0;2;NMG.7.2.e;1;2;;Kompetenzstufe;DE;
101bw9hb7xxEskg6xq83Kxtefdxfpy8zA;6;1;7;0;3;NMG.7.3.c;1;1;;Kompetenzstufe;DE;
101XzBa3SeAdezSkcLeafnzAFGaDGwBsG;6;1;7;0;3;NMG.7.3.d;1;2;;Kompetenzstufe;DE;
101MNrJxk64M75nYaZUVzPTyKVvDRCnN4;6;1;7;0;3;NMG.7.3.f;1;2;;Kompetenzstufe;DE;
101NWh6WZzGfu6z94K6xBJr4xZ3AvBREp;6;1;7;0;4;NMG.7.4.b;1;1;;Kompetenzstufe;DE;
101wu7uVrTdRK3u5wdLkRprC5SwU5Rdvr;6;1;7;0;4;NMG.7.4.e;1;2;;Kompetenzstufe;DE;
101PNWhmn5z9hpzDvqzzG22TLp7eeRqrW;6;1;8;0;1;NMG.8.1.b;1;1;;Kompetenzstufe;DE;
101L4GUacbAfD2kvLCdvcH3vcFEAf4aAK;6;1;8;0;1;NMG.8.1.d;1;2;;Kompetenzstufe;DE;
101phVrKum9p6Fve5RvkxVvnnRhas4SbX;6;1;8;0;1;NMG.8.1.g;1;23;;Kompetenzstufe;DE;
101Ym68GFM9LNVewHSrNA2TdABfmdbYW6;6;1;8;0;2;NMG.8.2.b;1;1;;Kompetenzstufe;DE;
101MaCJ5tMz7dTzyKpkLtH8hAVLAhqhqu;6;1;8;0;2;NMG.8.2.e;1;2;;Kompetenzstufe;DE;
101rbUgArs5tnyeegJSUU5bKXZtpAKpHB;6;1;8;0;3;NMG.8.3.b;1;2;;Kompetenzstufe;DE;
101zTysxZysuwuzXnSAPP6asy95bZXEdu;6;1;8;0;4;NMG.8.4.a;1;1;;Kompetenzstufe;DE;
101cAbwakMhar6HWnCrdZduV4DXVTzyLd;6;1;8;0;5;NMG.8.5.a;1;1;;Kompetenzstufe;DE;
101JmWYTeUBtRTefdzrYGKppe2dLTwAKR;6;1;8;0;5;NMG.8.5.b;1;1;;Kompetenzstufe;DE;
101bZ5feKzsDwdSLPFs7sGecdKzLScZ3P;6;1;8;0;5;NMG.8.5.c;1;1;;Kompetenzstufe;DE;
1016rvm4rRGmPqJArSue8JDJ75kk5AWPL;6;1;8;0;5;NMG.8.5.e;1;2;;Kompetenzstufe;DE;
101ke64uYHz4dc9uyUB6yXn87GkwDwPsy;6;1;9;0;1;NMG.9.1.c;1;1;;Kompetenzstufe;DE;
101tsrcMGUtdvqRgKDb2mktgyyzkTgrTP;6;1;9;0;2;NMG.9.2.b;1;1;;Kompetenzstufe;DE;
101VAgAHLZgtDxaKyEA5dtPUrXmz3Rbsb;6;1;9;0;2;NMG.9.2.c;1;1;;Kompetenzstufe;DE;
101M3eYdu6ADDR6Sm5TcYhYhT7mSuCfJE;6;1;9;0;2;NMG.9.2.e;1;2;;Kompetenzstufe;DE;
1018Tvde4nrmKu2Wy9Kpw7GVFSb9GdVbw;6;1;9;0;3;NMG.9.3.g;1;23;;Kompetenzstufe;DE;
101qmCh77JFmvVCGc8dh98tUFdqhmRaLY;6;1;9;0;4;NMG.9.4.a;1;1;;Kompetenzstufe;DE;
101ukaL2PsAfLPkr7gvBKmGZNuJ2drYdv;6;1;10;0;1;NMG.10.1.a;1;1;;Kompetenzstufe;DE;
101R6nkbxuEh7YS3ZHmYdk4Vuydsu6mKF;6;1;10;0;1;NMG.10.1.c;1;1;;Kompetenzstufe;DE;
101Avc96GMdbRpkx5FPsJu4K9vrxhrM29;6;1;10;0;1;NMG.10.1.d;1;2;;Kompetenzstufe;DE;
1015ccYhZgXJCD2Ny9PnbT3cE7rJDJruD;6;1;10;0;1;NMG.10.1.f;1;2;;Kompetenzstufe;DE;
1017tqC7NLJBgzqJmzptyTxp77qsPMu9C;6;1;10;0;3;NMG.10.3.f;1;23;;Kompetenzstufe;DE;
101f7CtKch6uLz7uuYfBDLemxcXGCLctq;6;1;10;0;4;NMG.10.4.g;1;2;;Kompetenzstufe;DE;
1018WN6fBptcxVhWcAhmbv8zSxEMamaLz;6;1;10;0;5;NMG.10.5.e;1;23;;Kompetenzstufe;DE;
101MqvmvdB3Y3qqMThcfK55pS2f7srzzG;6;1;11;0;3;NMG.11.3.e;1;2;;Kompetenzstufe;DE;
101542JGPyYKTztCX3tsSgdBaEFsNkkv5;6;1;11;0;4;NMG.11.4.b;1;1;;Kompetenzstufe;DE;
101MKxRsUv6fD2skfpF2y4yczS2gadx7U;6;1;11;0;4;NMG.11.4.c;1;2;;Kompetenzstufe;DE;
101VqPXZZ7A9WLZgThmftDCuT4FYhWgB5;6;1;12;0;1;NMG.12.1.a;1;1;;Kompetenzstufe;DE;
1016GLG57NrM5w4hzp7V6DNRSpg3GPZFM;6;1;12;0;2;NMG.12.2.a;1;1;;Kompetenzstufe;DE;
101zMCeG5sDM9VryBP5azcyYUWJG58kfR;6;1;12;0;2;NMG.12.2.c;1;2;;Kompetenzstufe;DE;
101YcGychPpgk2tkWVN2vPqd7x3Wv6PDM;6;1;12;0;3;NMG.12.3.d;1;2;;Kompetenzstufe;DE;
10125MaKw925ZHJuTcdknr5hHbERcVRL3;6;1;12;0;4;NMG.12.4.d;1;23;;Kompetenzstufe;DE;
101dN3kqn3P9g4L89Z6CUUww6gadWpH9r;6;2;1;0;2;NT.1.2.b;1;3;;Kompetenzstufe;DE;
101CGT3arC5T96N4tbHHeaXUUansnx5nT;6;2;1;0;3;NT.1.3.a;1;3;;Kompetenzstufe;DE;
101DsfRPFzwTcDJGtgtfCgdJs2FfWJyyh;6;2;2;0;1;NT.2.1.2a;2;3;;Kompetenzstufe;DE;
101zFy8p2cD7ZC65rfkY2pv98YEFnK5tb;6;2;3;0;1;NT.3.1.2c;2;3;;Kompetenzstufe;DE;
1018aNt9ewmvEffRH2rvH7J8T4vSzqt7V;6;2;3;0;2;NT.3.2.b;1;3;;Kompetenzstufe;DE;
1018g4nNe34y67ksZtMFX3VeZRfXBsdyE;6;2;4;0;1;NT.4.1.a;1;3;;Kompetenzstufe;DE;
101rF2FgmPww2zVhAVHbWq75WBXgnEM7R;6;2;4;0;1;NT.4.1.b;1;3;;Kompetenzstufe;DE;
101dYg66uMJW4zHUyXSuXpZU9nNFntFZM;6;2;4;0;1;NT.4.1.c;1;3;;Kompetenzstufe;DE;
101LLudzA33eVG7bPMnpgwrssBwEBJehs;6;2;4;0;2;NT.4.2.a;1;3;;Kompetenzstufe;DE;
101xkNPYF7gkaMmFU7LUteTnUg4ug3VbH;6;2;4;0;2;NT.4.2.b;1;3;;Kompetenzstufe;DE;
101ZLYcshEhRVyFKVrtD8cYXzZ4GwxrDx;6;2;5;0;1;NT.5.1.b;1;3;;Kompetenzstufe;DE;
101deWbLyzGnGYWLTzwMwUL4HCugaHat6;6;2;5;0;1;NT.5.1.d;1;3;;Kompetenzstufe;DE;
101Cmbq2dJfBpGmWDhgDKSCuqmAcnt7ad;6;2;5;0;1;NT.5.1.f;1;3;;Kompetenzstufe;DE;
101L387ahMJnp8TeR5v5nv8Y5p6TYSmEP;6;2;5;0;3;NT.5.3.a;1;3;;Kompetenzstufe;DE;
1015D7BftMsH9drdCqZzBSSTCmN99Sk4Z;6;2;5;0;3;NT.5.3.c;1;3;;Kompetenzstufe;DE;
101JadzMdyX6dAxAppakrdJ4HhfkzDeHt;6;2;6;0;1;NT.6.1.c;1;3;;Kompetenzstufe;DE;
1012Xwp7MPJqXJuxAHLdhh5qXh226e4nV;6;2;6;0;2;NT.6.2.b;1;3;;Kompetenzstufe;DE;
101WELPsgZAs8xnXNCz6gdrSq4U3WcLDq;6;2;7;0;1;NT.7.1.a;1;3;;Kompetenzstufe;DE;
101EsB2FXcPy4N5CKhCwascKbhFBsnMVC;6;2;7;0;1;NT.7.1.b;1;3;;Kompetenzstufe;DE;
101JFBaEK2X7arR5CGm4gYSP2AT4HWmT9;6;2;7;0;1;NT.7.1.c;1;3;;Kompetenzstufe;DE;
101Ny6UdV3pn85GnvPxXPkyF44dWGAAV8;6;2;7;0;4;NT.7.4.a;1;3;;Kompetenzstufe;DE;
101qLGBBFeXD8XrZzxkHRmKuvyc2YW7E2;6;2;8;0;1;NT.8.1.a;1;3;;Kompetenzstufe;DE;
